"""3568155""","""2025-06-19 08:14:07""","""https://paste.ee/d/WtDFf3xg/0""","""online""","""2025-06-19 08:14:07""","""malware_download""","""ascii",Encoded,"VIPKeylogger""","""https://urlhaus.abuse.ch/url/3568155/""","""abuse_ch"""
"""3568154""","""2025-06-19 08:14:06""","""https://paste.ee/d/JefpK2G9/0""","""online""","""2025-06-19 08:14:06""","""malware_download""","""ascii",powershell,ps1,"VIPKeylogger""","""https://urlhaus.abuse.ch/url/3568154/""","""abuse_ch"""
"""3568153""","""2025-06-19 08:12:07""","""http://91.92.46.53:8083/publish.zip""","""online""","""2025-06-19 08:12:07""","""malware_download""","""CoinMiner","zip""","""https://urlhaus.abuse.ch/url/3568153/""","""abuse_ch"""
"""3568152""","""2025-06-19 08:09:17""","""http://bennet.kesug.com/arquivo_7bee67e49f65403c9721355d80552294.txt""","""online""","""2025-06-19 08:09:17""","""malware_download""","""Formbook""","""https://urlhaus.abuse.ch/url/3568152/""","""abuse_ch"""
"""3568151""","""2025-06-19 08:04:34""","""http://196.251.70.245/z/89/arm""","""offline""","""""","""malware_download""","""elf","ua-wget""","""https://urlhaus.abuse.ch/url/3568151/""","""vanillabotnet"""
"""3568150""","""2025-06-19 08:04:07""","""http://160.187.246.30/hiddenbin/boatnet.mpsl""","""online""","""2025-06-19 08:04:07""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568150/""","""vanillabotnet"""
"""3568149""","""2025-06-19 08:00:41""","""https://link.storjshare.io/raw/juxr32lvt2nwsmc3hhqwugssszvq/cooemrpesas/DcRegPc1.txt""","""online""","""2025-06-19 08:00:41""","""malware_download""","""AsyncRAT","rat""","""https://urlhaus.abuse.ch/url/3568149/""","""abuse_ch"""
"""3568147""","""2025-06-19 07:54:07""","""https://fomeisa.com/a/OehxNhkQ34.bin""","""online""","""2025-06-19 07:54:07""","""malware_download""","""encrypted",GuLoader,rat,"RemcosRAT""","""https://urlhaus.abuse.ch/url/3568147/""","""abuse_ch"""
"""3568148""","""2025-06-19 07:54:07""","""https://fomeisa.com/a/Duodecimfid.chm""","""online""","""2025-06-19 07:54:07""","""malware_download""","""ascii",Encoded,GuLoader,rat,"RemcosRAT""","""https://urlhaus.abuse.ch/url/3568148/""","""abuse_ch"""
"""3568146""","""2025-06-19 07:52:37""","""https://link.storjshare.io/raw/jxxn7t4bmabkf3g2doacib7hcgyq/cooemrpesas/Copiloto%20OJo.txt""","""online""","""2025-06-19 07:52:37""","""malware_download""","""rat","RemcosRAT""","""https://urlhaus.abuse.ch/url/3568146/""","""abuse_ch"""
"""3568145""","""2025-06-19 07:50:08""","""https://archive.org/download/wp4096799-lost-in-space-wallpapers_20250617_0159/wp4096799-lost-in-space-wallpapers.jpg""","""offline""","""""","""malware_download""","""rat","RemcosRAT""","""https://urlhaus.abuse.ch/url/3568145/""","""abuse_ch"""
"""3568144""","""2025-06-19 07:48:07""","""http://loveteamo.com/file/setup7801.pdf""","""online""","""2025-06-19 07:48:07""","""malware_download""","""MetaStealer",msi,"ua-curl""","""https://urlhaus.abuse.ch/url/3568144/""","""abuse_ch"""
"""3568143""","""2025-06-19 07:20:13""","""https://link.storjshare.io/raw/jxor726vf72p7kdaczxy2p7izega/cooemrpesas/Update%20nuevo.txt""","""online""","""2025-06-19 07:20:13""","""malware_download""","""rat","RemcosRAT""","""https://urlhaus.abuse.ch/url/3568143/""","""abuse_ch"""
"""3568141""","""2025-06-19 05:57:05""","""http://107.150.0.18/ppc""","""online""","""2025-06-19 05:57:05""","""malware_download""","""gafgyt","mirai""","""https://urlhaus.abuse.ch/url/3568141/""","""anonymous"""
"""3568142""","""2025-06-19 05:57:05""","""http://107.150.0.18/sh4""","""online""","""2025-06-19 05:57:05""","""malware_download""","""gafgyt","mirai""","""https://urlhaus.abuse.ch/url/3568142/""","""anonymous"""
"""3568140""","""2025-06-19 05:56:40""","""http://196.251.70.245/z/89/arm5""","""online""","""2025-06-19 07:21:58""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568140/""","""vanillabotnet"""
"""3568136""","""2025-06-19 05:56:19""","""http://107.150.0.18/arm7""","""online""","""2025-06-19 05:56:19""","""malware_download""","""gafgyt","mirai""","""https://urlhaus.abuse.ch/url/3568136/""","""anonymous"""
"""3568137""","""2025-06-19 05:56:19""","""http://103.149.252.178/bot.arm""","""online""","""2025-06-19 05:56:19""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568137/""","""vanillabotnet"""
"""3568138""","""2025-06-19 05:56:19""","""http://103.149.252.178/bot.mips""","""online""","""2025-06-19 05:56:19""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568138/""","""vanillabotnet"""
"""3568139""","""2025-06-19 05:56:19""","""http://103.149.252.178/bot.x86""","""online""","""2025-06-19 05:56:19""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568139/""","""vanillabotnet"""
"""3568135""","""2025-06-19 05:56:15""","""http://103.149.252.178/bot.arm7""","""online""","""2025-06-19 05:56:15""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568135/""","""vanillabotnet"""
"""3568127""","""2025-06-19 05:56:14""","""http://45.125.66.79/j/a5le1w""","""online""","""2025-06-19 05:56:14""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568127/""","""vanillabotnet"""
"""3568128""","""2025-06-19 05:56:14""","""http://185.156.72.2/files/5373782173/at70Htf.exe""","""online""","""2025-06-19 05:56:14""","""malware_download""","""c2-monitor-auto","dropped-by-amadey""","""https://urlhaus.abuse.ch/url/3568128/""","""c2hunter"""
"""3568129""","""2025-06-19 05:56:14""","""https://github.com/Ambala15/bin/raw/refs/heads/master/zvr.exe""","""online""","""2025-06-19 05:56:14""","""malware_download""","""c2-monitor-auto","dropped-by-amadey""","""https://urlhaus.abuse.ch/url/3568129/""","""c2hunter"""
"""3568130""","""2025-06-19 05:56:14""","""http://45.125.66.79/x/faraday""","""online""","""2025-06-19 05:56:14""","""malware_download""","""mirai",sh,"ua-wget""","""https://urlhaus.abuse.ch/url/3568130/""","""vanillabotnet"""
"""3568131""","""2025-06-19 05:56:14""","""http://185.156.72.2/files/7559408112/Uhd0l8M.exe""","""online""","""2025-06-19 05:56:14""","""malware_download""","""c2-monitor-auto",dropped-by-amadey,"LummaStealer""","""https://urlhaus.abuse.ch/url/3568131/""","""c2hunter"""
"""3568132""","""2025-06-19 05:56:14""","""http://107.150.0.18/arm""","""online""","""2025-06-19 05:56:14""","""malware_download""","""gafgyt","mirai""","""https://urlhaus.abuse.ch/url/3568132/""","""anonymous"""
"""3568133""","""2025-06-19 05:56:14""","""https://144.91.75.2/DiscordClient.exe""","""online""","""2025-06-19 05:56:14""","""malware_download""","""exe""","""https://urlhaus.abuse.ch/url/3568133/""","""burger"""
"""3568134""","""2025-06-19 05:56:14""","""http://45.125.66.79/x/asus""","""online""","""2025-06-19 05:56:14""","""malware_download""","""sh","ua-wget""","""https://urlhaus.abuse.ch/url/3568134/""","""vanillabotnet"""
"""3568120""","""2025-06-19 05:56:13""","""http://107.150.0.18/mpsl""","""online""","""2025-06-19 05:56:13""","""malware_download""","""gafgyt","mirai""","""https://urlhaus.abuse.ch/url/3568120/""","""anonymous"""
"""3568121""","""2025-06-19 05:56:13""","""http://107.150.0.18/mips""","""online""","""2025-06-19 05:56:13""","""malware_download""","""gafgyt","mirai""","""https://urlhaus.abuse.ch/url/3568121/""","""anonymous"""
"""3568122""","""2025-06-19 05:56:13""","""http://lena25vp.beget.tech/WSP/ws.exe""","""online""","""2025-06-19 05:56:13""","""malware_download""","""Vidar""","""https://urlhaus.abuse.ch/url/3568122/""","""aachum"""
"""3568123""","""2025-06-19 05:56:13""","""http://107.150.0.18/arm5""","""online""","""2025-06-19 05:56:13""","""malware_download""","""gafgyt","mirai""","""https://urlhaus.abuse.ch/url/3568123/""","""anonymous"""
"""3568124""","""2025-06-19 05:56:13""","""http://103.149.252.178/bot.m68k""","""online""","""2025-06-19 05:56:13""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568124/""","""vanillabotnet"""
"""3568125""","""2025-06-19 05:56:13""","""http://107.150.0.18/arc""","""online""","""2025-06-19 05:56:13""","""malware_download""","""gafgyt","mirai""","""https://urlhaus.abuse.ch/url/3568125/""","""anonymous"""
"""3568126""","""2025-06-19 05:56:13""","""http://107.150.0.18/mipsel""","""online""","""2025-06-19 05:56:13""","""malware_download""","""gafgyt","mirai""","""https://urlhaus.abuse.ch/url/3568126/""","""anonymous"""
"""3568117""","""2025-06-19 05:56:11""","""http://107.150.0.18/x86""","""online""","""2025-06-19 05:56:11""","""malware_download""","""gafgyt","mirai""","""https://urlhaus.abuse.ch/url/3568117/""","""anonymous"""
"""3568118""","""2025-06-19 05:56:11""","""http://103.149.252.178/bot.arm6""","""online""","""2025-06-19 05:56:11""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568118/""","""vanillabotnet"""
"""3568119""","""2025-06-19 05:56:11""","""http://160.187.246.29/hiddenbin/boatnet.mpsl""","""online""","""2025-06-19 05:56:11""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568119/""","""vanillabotnet"""
"""3568110""","""2025-06-19 05:56:10""","""http://185.156.72.2/files/7934537497/R8FW9o2.exe""","""online""","""2025-06-19 05:56:10""","""malware_download""","""c2-monitor-auto",dropped-by-amadey,"QuasarRAT""","""https://urlhaus.abuse.ch/url/3568110/""","""c2hunter"""
"""3568111""","""2025-06-19 05:56:10""","""http://103.149.252.178/bot.mpsl""","""online""","""2025-06-19 05:56:10""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568111/""","""vanillabotnet"""
"""3568112""","""2025-06-19 05:56:10""","""http://103.149.252.178/bot.arm5""","""online""","""2025-06-19 05:56:10""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568112/""","""vanillabotnet"""
"""3568113""","""2025-06-19 05:56:10""","""http://103.149.252.178/bot.sh4""","""online""","""2025-06-19 05:56:10""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568113/""","""vanillabotnet"""
"""3568114""","""2025-06-19 05:56:10""","""http://103.149.252.178/bot.x86_64""","""online""","""2025-06-19 05:56:10""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568114/""","""vanillabotnet"""
"""3568115""","""2025-06-19 05:56:10""","""http://107.150.0.18/ssh.sh""","""online""","""2025-06-19 05:56:10""","""malware_download""","""gafgyt","mirai""","""https://urlhaus.abuse.ch/url/3568115/""","""anonymous"""
"""3568116""","""2025-06-19 05:56:10""","""http://185.156.72.2/files/935629868/b7VRzCg.exe""","""online""","""2025-06-19 05:56:10""","""malware_download""","""c2-monitor-auto","dropped-by-amadey""","""https://urlhaus.abuse.ch/url/3568116/""","""c2hunter"""
"""3568109""","""2025-06-19 05:56:09""","""http://lena25vp.beget.tech/WSP/wskl.txt""","""offline""","""""","""malware_download""","""Vidar""","""https://urlhaus.abuse.ch/url/3568109/""","""aachum"""
"""3568108""","""2025-06-19 05:56:08""","""https://h4.obstinateenticing.lat/shrk.bin""","""offline""","""""","""malware_download""","""dropped-by-ACRStealer","shark""","""https://urlhaus.abuse.ch/url/3568108/""","""aachum"""
"""3568105""","""2025-06-19 05:56:05""","""http://185.156.72.2/files/934398758/YnpcQvi.exe""","""offline""","""""","""malware_download""","""c2-monitor-auto","dropped-by-amadey""","""https://urlhaus.abuse.ch/url/3568105/""","""c2hunter"""
"""3568106""","""2025-06-19 05:56:05""","""http://185.156.72.2/files/1220602446/wfmHRsD.exe""","""offline""","""""","""malware_download""","""c2-monitor-auto","dropped-by-amadey""","""https://urlhaus.abuse.ch/url/3568106/""","""c2hunter"""
"""3568107""","""2025-06-19 05:56:05""","""http://185.156.72.2/files/1781548144/icVLlPH.exe""","""offline""","""""","""malware_download""","""c2-monitor-auto","dropped-by-amadey""","""https://urlhaus.abuse.ch/url/3568107/""","""c2hunter"""
"""3568104""","""2025-06-19 05:49:05""","""http://h4.obstinateenticing.lat/shark.bin""","""offline""","""""","""malware_download""","""None""","""https://urlhaus.abuse.ch/url/3568104/""","""abuse_ch"""
"""3568103""","""2025-06-19 05:42:16""","""http://h4.obstinateenticing.lat/shrk.bin""","""online""","""2025-06-19 05:42:16""","""malware_download""","""ACRStealer","SharkStealer""","""https://urlhaus.abuse.ch/url/3568103/""","""abuse_ch"""
"""3568100""","""2025-06-19 04:29:16""","""http://37.49.228.176/hiddenbin/boatnet.x86""","""online""","""2025-06-19 04:29:16""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568100/""","""ClearlyNotB"""
"""3568101""","""2025-06-19 04:29:16""","""http://37.49.228.176/hiddenbin/boatnet.arm5""","""online""","""2025-06-19 04:29:16""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568101/""","""ClearlyNotB"""
"""3568102""","""2025-06-19 04:29:16""","""http://37.49.228.176/hiddenbin/boatnet.arc""","""online""","""2025-06-19 04:29:16""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568102/""","""ClearlyNotB"""
"""3568097""","""2025-06-19 04:29:15""","""http://37.49.228.176/hiddenbin/boatnet.arm""","""online""","""2025-06-19 04:29:15""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568097/""","""ClearlyNotB"""
"""3568098""","""2025-06-19 04:29:15""","""http://37.49.228.176/hiddenbin/boatnet.arm6""","""online""","""2025-06-19 04:29:15""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568098/""","""ClearlyNotB"""
"""3568099""","""2025-06-19 04:29:15""","""http://37.49.228.176/hiddenbin/boatnet.x86_64""","""online""","""2025-06-19 04:29:15""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568099/""","""ClearlyNotB"""
"""3568096""","""2025-06-19 04:29:14""","""http://37.49.228.176/hiddenbin/boatnet.m68k""","""online""","""2025-06-19 04:29:14""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568096/""","""ClearlyNotB"""
"""3568094""","""2025-06-19 04:29:12""","""http://37.49.228.176/hiddenbin/boatnet.arm7""","""online""","""2025-06-19 04:29:12""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568094/""","""ClearlyNotB"""
"""3568095""","""2025-06-19 04:29:12""","""http://37.49.228.176/hiddenbin/boatnet.ppc""","""online""","""2025-06-19 04:29:12""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568095/""","""ClearlyNotB"""
"""3568093""","""2025-06-19 04:29:11""","""http://37.49.228.176/hiddenbin/boatnet.mpsl""","""online""","""2025-06-19 04:29:11""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568093/""","""ClearlyNotB"""
"""3568090""","""2025-06-19 04:29:10""","""http://37.49.228.176/hiddenbin/boatnet.sh4""","""online""","""2025-06-19 04:29:10""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568090/""","""ClearlyNotB"""
"""3568091""","""2025-06-19 04:29:10""","""http://37.49.228.176/hiddenbin/boatnet.spc""","""online""","""2025-06-19 04:29:10""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568091/""","""ClearlyNotB"""
"""3568092""","""2025-06-19 04:29:10""","""http://37.49.228.176/hiddenbin/boatnet.mips""","""online""","""2025-06-19 04:29:10""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568092/""","""ClearlyNotB"""
"""3568089""","""2025-06-18 22:52:06""","""http://176.65.151.55/m68k""","""offline""","""2025-06-18 22:52:06""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568089/""","""ClearlyNotB"""
"""3568087""","""2025-06-18 22:51:08""","""http://176.65.151.55/i686""","""online""","""2025-06-19 04:53:09""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568087/""","""ClearlyNotB"""
"""3568088""","""2025-06-18 22:51:08""","""http://176.65.151.55/i586""","""online""","""2025-06-19 04:48:44""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568088/""","""ClearlyNotB"""
"""3568086""","""2025-06-18 22:50:13""","""http://176.65.151.55/x86""","""online""","""2025-06-19 04:47:34""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568086/""","""ClearlyNotB"""
"""3568085""","""2025-06-18 22:50:12""","""http://176.65.151.55/sparc""","""offline""","""2025-06-18 22:50:12""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568085/""","""ClearlyNotB"""
"""3568079""","""2025-06-18 22:50:09""","""http://176.65.151.55/mips""","""online""","""2025-06-19 05:02:36""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568079/""","""ClearlyNotB"""
"""3568080""","""2025-06-18 22:50:09""","""http://176.65.151.55/sh4""","""online""","""2025-06-19 05:00:24""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568080/""","""ClearlyNotB"""
"""3568081""","""2025-06-18 22:50:09""","""http://176.65.151.55/armv5l""","""online""","""2025-06-19 05:01:09""","""malware_download""","""elf",gafgyt,"ua-wget""","""https://urlhaus.abuse.ch/url/3568081/""","""ClearlyNotB"""
"""3568082""","""2025-06-18 22:50:09""","""http://176.65.151.55/armv6l""","""online""","""2025-06-19 05:00:44""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568082/""","""ClearlyNotB"""
"""3568083""","""2025-06-18 22:50:09""","""http://176.65.151.55/armv4l""","""online""","""2025-06-19 05:00:55""","""malware_download""","""elf",gafgyt,"ua-wget""","""https://urlhaus.abuse.ch/url/3568083/""","""ClearlyNotB"""
"""3568084""","""2025-06-18 22:50:09""","""http://176.65.151.55/mipsel""","""offline""","""2025-06-18 22:50:09""","""malware_download""","""elf",mirai,"ua-wget""","""https://urlhaus.abuse.ch/url/3568084/""","""ClearlyNotB"""
"""3568078""","""2025-06-18 22:34:35""","""http://111.170.19.239/02.08.2022.exe""","""online""","""2025-06-19 05:13:14""","""malware_download""","""censys","CobaltStrike""","""https://urlhaus.abuse.ch/url/3568078/""","""DaveLikesMalwre"""
